Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
AREX,Approach Resources Inc.,2.25,182552053.5,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex
APTI,"Apptio, Inc.",12.89,494773820.35,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/apti
APRI,"Apricus Biosciences, Inc.",2.69,20802321.45,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri
APVO,Aptevo Therapeutics Inc.,1.89,38270277.36,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apvo
APTO,"Aptose Biosciences, Inc.",1.14,19153215.24,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto
AQMS,"Aqua Metals, Inc.",17.11,330858876.04,n/a,2015,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",13.98,124212411.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aqb
AQXP,"Aquinox Pharmaceuticals, Inc.",17.62,412715903,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp
ARDM,Aradigm Corporation,1.88,28108047.32,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm
ARLZ,Aralez Pharmaceuticals Inc.,3.66,234094767.54,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arlz
PETX,"Aratana Therapeutics, Inc.",6.69,247826514.18,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx
ABUS,Arbutus Biopharma Corporation,2.7,148072066.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus
ARCW,"ARC Group Worldwide, Inc.",4.4,82910308.8,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw
ABIO,"ARCA biopharma, Inc.",2.55,23160033.3,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",0.8996,40013548.5932,n/a,2015,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,29.05,743971110.05,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,94.08,11567886193.92,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl
ACGLP,Arch Capital Group Ltd.,22.42,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglp
APLP,"Archrock Partners, L.P.",17.7,1159701522,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp
ARDX,"Ardelyx, Inc.",13.8,653121018,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",1.53,372403224,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,17.71,7543409460.51,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc
AGII,"Argo Group International Holdings, Ltd.",67.05,2012776497.9,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii
AGIIL,"Argo Group International Holdings, Ltd.",25.35,0,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil
ARGS,"Argos Therapeutics, Inc.",1.3,53621040.2,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args
ARIS,"ARI Network Services, Inc.",5.18,90442965.76,n/a,1991,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aris
ARKR,Ark Restaurants Corp.,25.24,86273550.72,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr
ARTX,Arotech Corporation,3.65,96499517.6,n/a,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx
ARQL,"ArQule, Inc.",1.24,88187199.16,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,11.68,1974004621.6,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry
ARRS,ARRIS International plc,25.11,4776611093.73,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
DWAT,Arrow DWA Tactical ETF,10.7738,9696420,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,34.55,466497831.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",2.18,162561959.08,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr
ARTNA,Artesian Resources Corporation,32.27,294147729.89,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",3.8,15614397.6,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
ASBB,"ASB Bancorp, Inc.",33.65,127443385.3,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASNA,"Ascena Retail Group, Inc.",4.5,876438306,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,29.39,823983771.05,28036195,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",14.99,184702447.89,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.8,38695073.2,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
ASML,ASML Holding N.V.,121.6,7633516121.6,62775626,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
AZPN,"Aspen Technology, Inc.",59.1,4495865897.1,n/a,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",21.08,363965593.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb
ASFI,"Asta Funding, Inc.",9,106886016,n/a,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",63.15,1455357994.35,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,33.15,964589384.85,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",13.45,100510168.75,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,1.52,31277581.12,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,10.62,91651375.26,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ATAI,ATA Inc.,3.71,47282770.22,12744682,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",17.4,502175049,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",116.76,4614182745.48,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
ATHX,"Athersys, Inc.",1.17,127027682.73,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
AAPC,Atlantic Alliance Partnership Corp.,13.999,51617574.767,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/aapc
AAME,Atlantic American Corporation,3.6,73494820.8,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",18.8,471750938,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi
ACFC,Atlantic Coast Financial Corporation,7.68,119109588.48,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
ABY,Atlantica Yield plc,20.73,2077503799.8,n/a,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aby
ATLC,Atlanticus Holdings Corporation,2.68,41196651.8,n/a,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,56.3,1414628030.4,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",13.2,158707494,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
TEAM,Atlassian Corporation Plc,28.63,6369245097.6,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",68.3,1102639366.3,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,6.25,75153525,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,1.48,5606191.16,n/a,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",17.82,592336158.48,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,478.7,873282836,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATTU,Attunity Ltd.,8.31,140151166.53,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",3.4,80642998.6,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",32.65,118961025.95,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",15.43,335219265.09,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,6.36,210496722.84,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
AUPH,Aurinia Pharmaceuticals Inc,5.36,283052139.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,0.6652,29488119.1008,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears
ABTL,Autobytel Inc.,12.85,140865940.5,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
ADSK,"Autodesk, Inc.",82.94,18458823834.88,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
ADP,"Automatic Data Processing, Inc.",104.95,47112325980.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
AVDL,Avadel Pharmaceuticals plc,10.2,411556801.2,40348706,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avdl
AVEO,"AVEO Pharmaceuticals, Inc.",0.8678,65833864.5388,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVXS,"AveXis, Inc.",68.59,1898316593.92,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs
AVNW,"Aviat Networks, Inc.",15.02,79700595.96,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AVID,"Avid Technology, Inc.",5.23,212469675.71,n/a,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",2.625,59861011.875,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr
AVIR,"Aviragen Therapeutics, Inc.",0.601,23228191.437,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir
CAR,"Avis Budget Group, Inc.",32.41,2786985681.76,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
AHPA,Avista Healthcare Public Acquisition Corp.,9.9,382387500,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpa
AHPAU,Avista Healthcare Public Acquisition Corp.,10.3,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpau
AHPAW,Avista Healthcare Public Acquisition Corp.,0.5099,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpaw
AWRE,"Aware, Inc.",4.7,105427222.8,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre
AXAR,Axar Acquisition Corp.,9.98,84890987.78,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axar
AXARU,Axar Acquisition Corp.,10.1,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axaru
AXARW,Axar Acquisition Corp.,0.0826,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axarw
ACLS,"Axcelis Technologies, Inc.",15.05,444245900,n/a,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",9.85,325184708.6,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AXSM,"Axsome Therapeutics, Inc.",4.9,93851743.3,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,6.85,226265631.15,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
AZRX,"AzurRx BioPharma, Inc.",4.14,39872704.32,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,19.98,597183119.1,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",14.2,270411622.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rily
RILYL,"B. Riley Financial, Inc.",26.3,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyl
BOSC,B.O.S. Better Online Solutions,2.23,6701301.64,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
BEAV,"B/E Aerospace, Inc.",63.86,6479768511.7,n/a,1990,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/beav
BIDU,"Baidu, Inc.",173.3,47488589689,274025330,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,85.86,2727842948.64,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BWINA,"Baldwin & Lyons, Inc.",24,362016216,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
BWINB,"Baldwin & Lyons, Inc.",24.05,362770416.45,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
BLDP,"Ballard Power Systems, Inc.",2.11,368721719.3,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,93.75,1472660906.25,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,27.59,27590000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",12.7,43665013,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bctf
BKMU,Bank Mutual Corporation,9.65,440925773.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BOCH,Bank of Commerce Holdings (CA),10.125,136074147.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,69.05,423091031.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,56.76,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,20.15,99721120.85,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",15.9,69617132.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
OZRK,Bank of the Ozarks,55.4,6734163897,n/a,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
BFIN,BankFinancial Corporation,14.81,285290006.16,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",33,248294277,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,59.39,1971365231.45,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,14.08,394668750.08,28030451,2015,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun
TAPR,Barclays Inverse US Treasury Composite ETN,27.48,18694644,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr
BHAC,Barington/Hilco Acquisition Corp.,10.25,58028663.25,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhac
BHACR,Barington/Hilco Acquisition Corp.,0.43,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr
BHACU,Barington/Hilco Acquisition Corp.,13.6,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu
BHACW,Barington/Hilco Acquisition Corp.,0.1349,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw
BBSI,"Barrett Business Services, Inc.",62.18,450411214.06,n/a,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",26.85,287966572.2,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
BYBK,"Bay Bancorp, Inc.",7.75,81034759.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
BV,"Bazaarvoice, Inc.",3.85,322046967.55,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
BCBP,"BCB Bancorp, Inc. (NJ)",15.35,172951903.75,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BECN,"Beacon Roofing Supply, Inc.",45.89,2756923342.42,n/a,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BSF,"Bear State Financial, Inc.",9.68,364148018.96,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf
BBGI,"Beasley Broadcast Group, Inc.",8.95,257535220.75,n/a,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BEBE,"bebe stores, inc.",6.53,52676236.65,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BBBY,Bed Bath & Beyond Inc.,39.64,5958494805.48,n/a,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BGNE,"BeiGene, Ltd.",39.82,736431916.22,18494021,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne
BELFA,Bel Fuse Inc.,22.5,268505190,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,26,310272664,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
BLPH,"Bellerophon Therapeutics, Inc.",1.77,56113644.48,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph
BLCM,"Bellicum Pharmaceuticals, Inc.",12.08,327436831.84,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm
BNCL,"Beneficial Bancorp, Inc.",16.45,1253433757.45,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BNFT,"Benefitfocus, Inc.",26.3,807792060.1,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
BNTC,Benitec Biopharma Limited,2.62,2914359.62,1112351,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc
BNTCW,Benitec Biopharma Limited,0.48,0,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntcw
BGCP,"BGC Partners, Inc.",11.41,3223218202.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
BGFV,Big 5 Sporting Goods Corporation,15.7,345807148.1,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BASI,"Bioanalytical Systems, Inc.",1.47,11918285.19,n/a,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
ORPN,Bioblast Pharma Ltd.,0.95,15572181.5,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
BIOC,"Biocept, Inc.",2.38,41648564.86,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc
BCRX,"BioCryst Pharmaceuticals, Inc.",7.8,576850318.2,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BDSI,"BioDelivery Sciences International, Inc.",2.05,110941941,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
BIIB,Biogen Inc.,295.66,63848352058.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
BIOL,"Biolase, Inc.",1.36,91889693.36,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
BLFS,"BioLife Solutions, Inc.",2.2486,28957218.9568,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs
BOLT,BioLight Life Sciences Ltd.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bolt
BLRX,BioLineRx Ltd.,1.18,41110608.82,34839499,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
BMRN,BioMarin Pharmaceutical Inc.,91.9,15886430890.5,n/a,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
